id,description,ratingCategory
309,"
The last Balvenie Vintage whisky I tasted that was this old was the exceptional 1966 Vintage. This new vintage has some big shoes (or should I say bottles?) to fill, so how does it stand up to the 1966 Vintage? This 1973 Vintage is equally as impressive. In contrast to the massive, evolving, sherry-influenced 30 year old reviewed below, this one shows more subtlety and finesse. It is also a very clean and polished affair-signs of an obviously excellent cask. A honeyed, malty foundation incorporates notes of dried fruit (orange, lemon), complex spice (vanilla, cinnamon, sandalwood), and subtle herbs. Very contemplative.",1
2587,"
One of two initial releases in Glenfiddich’s Experimental Series, this is a non-chill filtered expression. A vatting of twenty casks, including first-fill bourbon, sherry butts, and port pipes. The nose is fragrant and faintly oriental, with vanilla, Jaffa oranges, and apricots. The palate is full and sweet, with oranges and lemons, fudge, plump sultanas, milk chocolate, and tangy spices. Drying steadily to fruity oakiness in the relatively lengthy finish. £50",1
2101,"
The Dalmore Cromartie was distilled in 1996 and has been matured in oloroso sherry casks. The release is limited to 7,500 bottles. A floral nose with cocoa powder and warm leather, along with hand-rolling tobacco and gingery, citrus notes. Rich and elegant sherry notes on the palate, with soft, smoky treacle and dark chocolate-covered orange candy. The finish is long and spicy, majoring on cinnamon, with more dark chocolate, overripe orange, and a hint of licorice. £100",1
4374,"
Initial maturation in sherry and bourbon wood from the U.S. and Sweden, finished in fermented birch sap wine casks. Concentrated heather honey, wax, fresh mascarpone, fruit tarts, and toasted oak. It draws the mouth in: fruity, but not sweet. Stewed, dark fruits from the hedgerow and orchard (cherry, apple, plum, mulberry, and rhubarb), then a delayed splurge of spices and pepper, ending with Brazil nut, espresso, and bitter cacao. It’s all rather austere, serious, and forbidding. €65",0
1477,"
This is a re-release of the 2015 bottling. A tapestry of confectionery delights begins this journey, followed by fruit, cigar box, saddle leather, cotton candy, roasted pecans, caramel, and marshmallow. Then, it’s smoked paprika, fig, cinnamon, strawberry, and dark cherries. In the form of walnut shells, a powerful and somewhat pleasant bitterness finds the finish, with a hint of chocolate. But that bitterness does supersede the more pleasant notes, making it slightly unbalanced.",1
3077,"
Powerful, mature, and nicely rounded. Similar in some ways to the Springer 10 year old 46% reviewed below, with the addition of toasted coconut and caramel. It’s also more rounded and with greater depth.",1
457,"
Cinnamon, cloves, ginger, candy sweetness, and strong bitter grapefruit pith overtake an initial dry dusty rye. After years in an assortment of bourbon barrels, new wood is used to tame the rugged rye notes while adding complexity and breadth. The oak has left obvious traces behind, with barrel notes and hints of fresh-cut firewood. Candied, in the vein of Wiser’s Legacy, but sharper, harder, and much crisper. Canada’s non-chill filtered reward for being Wiser’s biggest fan. (Canada only.) C$99",1
143,"
A clean, well-rounded bourbon packed with flavor. Deep amber, with tinges of gold. Rich, silky aromas, with thickly textured, seamless flavors on the palate. Incredibly smooth, too, with interwoven notes of toffee, molasses, creamy vanilla, and candy corn. Underlying lush fruit, cinnamon, and fresh mint -- especially on the finish -- round everything out. Some of the previous “extra matured” Wild Turkey whiskeys have occasionally shown their age on the finish, being a little heavy on the oak. Not this one. Nicely done.",1
4070,"
A soft, delicate bourbon -- especially when compared to its single barrel siblings here. Subtle notes of candied fruit and creamy sweet notes (vanilla, coconut, light toffee, and caramel corn) are nicely interwoven. Some integrated, gently-dried spice dances throughout and lingers on the finish. An easy-to-embrace bourbon with nice balance.",0
2905,"
Saline and earthy on the nose, lifted up by green apple, Juicy Fruit gum, and mango. A pleasant smokiness—more cigar wrapper than peat—wafts through the palate’s juicy roundness of mango, green apple, and Red Vines. More tobacco leaf and toasted oak on the finish. (Trader Joe’s)",1
2015,"
This Glenkinchie malt and Cameronbridge grain blend highlights the vanilla character of Black Label with a nose of green apple, dry grasses, vanilla toffee, peach pit, and banana custard, with subtle hints of oak and spice. The mouthfeel is light with green apple and candied lemon, growing fruitier with boiled candies and a hint of creaminess, all held in check by the spice. Grassy finish with a hefty backdraft of spice.",1
4947,"
Like the Whim Mocha Porter, this is certified organic; a wheat whiskey made with locally-grown hops. Hard to tease out hops vs. small barrel oak spice in the nose; it’s bold and shouty. Wow. The hops are explosive in the mouth, flashing bitter on the tongue. The first sip was shocking, now it’s settling in, and becoming smoother, but I just don’t think this much hops is a good idea in a whiskey. Price is per 375 ml.",0
2249,"
This bottling of triple-distilled Hazelburn comprises spirit produced in 2003 and matured in unusually small casks known as rundlets and kilderkins. Malt, chocolate, and honey figure on the nose, along with a contrasting marine note in the background. Unctuous and rich on the palate, with soft fruit, almonds, brittle toffee, and lots of spice. The finish is lengthy and earthy, with caramel and vanilla notes ultimately being superseded by oak and sea salt. £60",1
195,"
An exemplary Highland Park. There's certainly plenty of sherry influence in this whisky and it is complementary. (About 2/3 of the whisky was aged on sherry casks, and a lot of these casks were second fill.) The whisky enjoys a delicious foundation of toffee, fruit (lemon, plum, blueberries) and dark chocolate. It continues to develop and evolve on the palate, with emerging notes of heather, nougat, lavender, delicate peat and complex dried spice (especially cinnamon and nutmeg) to balance the sweeter notes. The extra alcohol is also a bonus, providing a drying balance to the whisky's sweetness. Whiskies like this one remind me why I fell in love with whisky in the first place.",1
346,"
Made from whisky aged in second fill American oak sherry casks, distilled between 1973 to 1987. Richly malty, with honeyed citrus, juicy oak, chocolate fudge, and nougat. More subtle floral notes, licorice (red and black), ginger, and chamomile tea. Polished oak on the finish balances the sweetness. A great whisky to honor a great whisky maker! (Only 200 bottles for the U.S.)",1
3086,"
Not all Speyside whiskies are big, masculine, and sherried. Some are gentler, as is this expression of Tamnavulin. The whisky is creamy and smooth in texture, with notes of vanilla custard, honeyed malt, and even a hint of marshmallow and hay. Very soothing finish. This is one of the most polished Tamnavulin whiskies I’ve tasted recently (and going from 40% to 43% in strength provided some extra richness and body). Whisky with dessert, anyone? 
",1
1071,"
This blend of bourbons includes 11 year old and 18 year old liquid finished in armagnac, sherry, and cognac casks. Toasted oak, cinnamon apples, clove, blueberries, and vanilla cake on the nose, followed by a palate of chocolate cream pie, brown sugar, and more apple, cinnamon, and blueberry. Long and rich on a silky finish, with a final note of tobacco leaf atop chocolate, cinnamon, and cherry. A whiskey that combines power and finesse.",1
