id,author,description,price,ratingValue,pert_alcohol,category
1193,Gavin Smith,"This is non-chill filtered and carries no age statement. The nose is earthy, with damp herbaceous borders, quite acrid smoke, and spicy cranberries. Fresh, juicy red berries on the palate, with background peat smoke becoming ashy, with rich red wine notes. The red wine persists in the finish, accompanied by prickly black pepper. £70; Not available in the U.S.",97.0,89,46.0,1.0
1194,John Hansell,"The oldest whisky ever bottled by Glenfarclas. Fortunately, Glenfarclas ages very nicely. This whisky proves my point. It is very complex, with notes of burnished leather, roasted nuts, fruit cake, toffee apples, sultana, damp peat, and sappy oak. A very soothing whisky, with the depth and maturity one hopes for in a whisky this old. Only 110 bottles produced and only 18 destined for the U.S.",6000.0,89,44.4,1.0
1195,Dave Broom,"Amber in color and again some fresh fruitiness, this time mixed with a little cereal. The same dry grass you get on the 1981, but here there’s a nutty, biscuity edge above that meaty solidity. The palate shows slight oiliness and roasted red pepper, that changes into blackberry as it opens. Needs roughly the same amount of water to open fully, which also brings out chamois leather and then barley sugar sweets. Clean but rich — that’s Glenfarclas. (A U.S. exclusive.)",329.0,89,56.0,1.0
1196,Dave Broom,"Although from a refill, the mahogany color suggests a short previous use. Some nose burn, with a mature edge of leather and dark chocolate. Here’s Glenfarclas in a darker guise, with raisin and a savory aspect; think roast pheasant and walnuts, lamb and mint sauce. The palate is big, thick, and sweet with lots of extract, but also Turkish delight, sultana, and prune. While sherried, it’s not in any way overcooked; the tannins are balanced, the sweetness massive. £625",1052.0,89,57.2,1.0
1197,Dave Broom,"Unusually named—it refers to the price paid for the distillery—here is Glenfarclas in slightly lighter guise than usual. Fresh and clean at the start, with hints of sweet nut and soft cooked fruits; subtly sherried elements then begin to come through. The palate is balanced, with supple tannins and a dark depth to the mid-palate. Those sweet fruits in the nose continue all the way through. Refined and rather lovely. £85",130.0,89,,1.0
1198,John Hansell,"Soothing and seamless on the nose and palate with chewy toffee, molasses, nougat, almond butter, vanilla fudge, cinnamon spice, and nutmeg, along with gentle tobacco notes emerging later on the palate. A pleasing dry finish offsets the sweeter notes. A delicious whisky from beginning to end.",120.0,89,40.0,1.0
1199,Dave Broom,"A vatting of different ages of Glenfiddich (the youngest being 14 years old) aged in American oak, then married in virgin American oak casks on which folk from the States had written their hopes and dreams…Awww! Deliciously fruity and clean, it’s all pear juice, crème brûlée, fudge, cool mint, and dessert apple. With water, there’s dusty cinnamon, kiwi, and milk chocolate. The oak acts as a smoothing base for this fruitiness. A lovely idea and a lovely whisky.",99.0,89,48.8,1.0
1200,John Hansell,"Amber gold color. Surprisingly smoky aroma balanced nicely with mature oak notes, roasted nuts, tobacco, and malty sweetness in the background. Firm body. Delicious flavors of toasted oak, roasted nuts, smoke, leather, and malt. The flavors are interwoven nicely with great balance. Satisfying finish.",110.0,89,43.0,
1201,Gavin Smith,"Distilled at Glen Garioch when peated barley was still being used, this 1991 vintage is quite reticent on the nose, considering its strength. Subtle malt and fudge notes, plus a hint of wood smoke. Fresh fruits and a sherbet ‘zing’ on the palate, with a suggestion of treacle. Developing spicy smokiness. Fruitiness is emphasized when water is added. The ‘zing’ — now ginger — lasts to the end of the medium-length finish, with advancing, discreet oak. (Only 120 bottles for the U.S.)",100.0,89,54.7,1.0
1202,John Hansell,"A lovely example of what not chill-filtering can do for a whisky. Meticulous cask selection also helps play a part here. Very straightforward on the surface (no surprises), but with vibrant, well-defined flavors and a comforting creamy texture on the palate. Bright fruit defines this whisky (lime, kiwi, ripe melon, sultana, fresh peach), accompanied by honeyed malt, heather, and a hint of spice and smoke. A fun whisky, suitable for many moods and occasions. (A Park Avenue Liquor exclusive.)",100.0,89,55.0,1.0
1203,Gavin Smith,"This limited edition release of Glen Garioch is the first from the Aberdeenshire distillery to have been matured entirely in oloroso sherry casks. Just 1,000 cases of the 14 year old expression are available globally. Old leather, slightly earthy, sultanas, white pepper, and a hint of lemon pith on the nose. The palate is big and bold, with more pepper, plus cinnamon caramel, orange, and abundant sherry. Enduring spice, licorice, and slightly smoky raisins in the finish.",98.0,89,56.3,1.0
1204,Gavin Smith,"The Massandra winery, which supplies casks for Glenglassaugh’s Massandra Connection bottlings, is the oldest in Crimea, and reputedly produced Tsar Alexander III’s favorite wines. The 1973 distillation, which has been finished in sherry casks, has a nose of sultanas, cinnamon, sweet grass, and herbal notes in the background. Bung cloth, char, and finally damp undergrowth. Complex aromatic progression. Mouth-coating, with sweet, spicy tropical fruit notes and oloroso. Slowly drying, with bitter orange and mild tannins at the close. £645",1087.0,89,44.5,1.0
1205,Gavin Smith,"This 26 year old single cask Glengoyne was matured in a first-fill European oak sherry butt that yielded 339 bottles. It offers a nose of sultanas, figs, and vanilla, plus white pepper and a hint of linseed. Succulent in the mouth, the palate yields sweet sherry, honey, and contrasting lemon juice and pepper. The finish is lengthy, but dries rapidly, with lively pepper, oak tannins, and a final fatty note. £350",557.0,89,54.6,1.0
1206,Dave Broom,"If Cragganmore is sometimes overlooked, then what of this poor Lowlander whose qualities are consistently overlooked? Again, here we have a pale color suggesting use of refill casks, but whereas Cragganmore was reticent to the point of being mute, this is expressive and lively. The nose, with intense floral notes of lilac blossom, freesia, and chamomile, is a revelation. These are backed with a thick, unsalted butter note that suggests that the cask might not have been as quiet as first imagined. Give it time, and out come boiled sweets and a fresh green note, like a just-whittled stick. A hint of wheat chaff and fragrant grasses brings to mind lying in a summer meadow watching the dust motes dance in the sunshine. The mouth is sweet and lemon-accented with a pickup of a pleasant chalkiness on the nose that gives it the suggestion of a fino sherry or Vin Jaune. I like its energy, and feel that the addition of water reduces its vibrancy, so for drinking purposes I’d have a glass of ice cold water on the side. All in all impressive, with just a hint of soap on the finish taking it below the 90 mark.",189.0,89,55.1,1.0
1207,John Hansell,"Style: Speyside single malt scotch Color: Amber Aroma: Rich and rather full for Glenlivet, with nuts and fruit, drenched with layers of toffee and caramel. Palate: Rich and enveloping-almost chewy-with notes of toffee and caramel up front. Delicate fruit, nuts and spice emerge mid-palate, adding complexity, becoming dry with a long spicy finish",200.0,89,46.0,1.0
1208,John Hansell,"Very stylish. Quite refined too, with notes of vanilla, peaches and flowering currant. The whisky is very soft on the palate, delicate and almost bashful at times. Indeed, it may take a couple of dates with this whisky for it to fully to reveal itself. The whisky finishes toasty, with a pleasing cereal grain maltiness. Some whiskies are great after dinner; others make wonderful pre-dinner drams. This one is great anytime.",165.0,89,53.1,1.0
1209,John Hansell,"New packaging and new whisky too-sort of. According to Glenlivet’s whisky maker Jim Cryle, Archive is now being bottled in smaller batches, allowing them to be more selective in the casks used to improve its quality and flavor. I believe that it has worked. It tastes more refined. Along with Archive’s signature creamy toffee notes, I’m picking up beautiful floral, vanilla, and fruity notes (peaches, pineapple, coconut) on the nose and palate, with subtler nutty, anise threads throughout. An elegant expression of Glenlivet.",130.0,89,43.0,1.0
1210,John Hansell,"Lovely bouquet of dried citrus fruit, honeyed apricot and plum, complemented by exotic wood spice, malty vanilla, and a hint of mint and anise. Similar follow-through on the palate, with the sweeter notes up front, full fruit impact mid-palate, leading to a dry, peppery, exotic wood spice finish. The whisky evolves on the palate and is very impressive, with its only blemish being a bit too dry and oaky on the finish.",700.0,89,52.3,1.0
1211,John Hansell,"This whisky fits the profile of other extra-matured Glenlivet whiskies I’ve tasted. Notes of coconut and other assorted tropical fruit, old rum, caramel custard, shortbread cookies, vanilla malt, and a hint of cotton candy. This is all balanced by polished oak. A soothing, rather sweet whisky (which is quite surprising for its age).",305.0,89,44.7,1.0
1212,John Hansell,"For those of you drinking whisky long enough, it was a Glenmorangie Tain L’Hermitage 1978 Vintage that kick-started this whole exotic finish trend by Glenmorangie about 10 years ago. That one wasn’t sold here in the U.S., but this one is (although this one costs about four times as much as the original one did when it was released). Both were racked in used bourbon barrels before being finished in Hermitage red wine casks from northern Rhone. The best of these limited release Glenmorangies, like the Fino Sherry Finish expression several years ago, add complexity and intrigue without masking Glenmorangie’s lovely subtle complexity. This one does a pretty good job of it, although there’s a lot of fruit here (an obvious contribution of the wine). Complex fruit, with notes of plum, raspberry, nectarine, blueberries, and a hint of lemon. Underneath the fruit, there’s nougat, dark chocolate and cocoa. Towards the finish, the whisky becomes nicely dry with oak lingering on the palate.",200.0,89,46.0,1.0
